statement_id,applicant_id,month,inflow_inr,outflow_inr,closing_balance_inr,bounced_instruments,avg_daily_balance_inr
ASH-S-001038,ASH-A-00042,2025-04,4879407,2613859,4635795,0,100485
ASH-S-001039,ASH-A-00020,2025-03,4187753,7669404,2374042,0,1040364
ASH-S-001040,ASH-A-00291,2026-04,2571461,4141724,163623,0,1099064
ASH-S-001041,ASH-A-00223,2025-11,8505599,6436999,2737582,0,541879
ASH-S-001042,ASH-A-00245,2026-03,4406084,1792776,3667873,0,856013
ASH-S-001043,ASH-A-00349,2026-02,7004536,5806171,4332552,0,1439532
ASH-S-001044,ASH-A-00107,2026-03,2419768,751961,340606,0,1162556
ASH-S-001045,ASH-A-00341,2025-03,6586795,5984021,922942,0,1658023
ASH-S-001046,ASH-A-00149,2025-06,7312365,7527814,1398253,1,1556860
ASH-S-001047,ASH-A-00032,2025-05,8264794,3131550,1895873,0,1458822
ASH-S-001048,ASH-A-00112,2025-08,8284208,6190921,2840447,0,1628593
ASH-S-001049,ASH-A-00314,2026-02,6970951,4425057,3987027,0,1241049
ASH-S-001050,ASH-A-00301,2026-01,2760038,2822984,1887754,0,2433285
ASH-S-001051,ASH-A-00147,2025-11,2098529,423733,2123851,0,589190
ASH-S-001052,ASH-A-00161,2025-02,7013616,2234559,4310389,0,1616743
ASH-S-001053,ASH-A-00273,2025-10,1923096,2459050,4969,1,540048
ASH-S-001054,ASH-A-00229,2025-12,8337578,3068542,4560322,1,1350401
ASH-S-001055,ASH-A-00011,2026-05,7476229,3675672,1709232,0,1139487
ASH-S-001056,ASH-A-00070,2025-04,2277654,1909638,2076328,0,1567127
ASH-S-001057,ASH-A-00002,2025-07,2552026,3346381,2005407,1,1945541
ASH-S-001058,ASH-A-00281,2026-07,184897,4872955,2443137,2,2389167
ASH-S-001059,ASH-A-00237,2025-05,6347637,2009804,3909999,0,227850
ASH-S-001060,ASH-A-00234,2025-02,3496039,3921750,4675138,0,402617
ASH-S-001061,ASH-A-00149,2026-01,2496225,4137123,1169570,0,664563
ASH-S-001062,ASH-A-00028,2026-04,4605254,5372608,87133,0,1665523
ASH-S-001063,ASH-A-00249,2025-12,7550341,257144,2867058,0,931529
ASH-S-001064,ASH-A-00343,2025-05,8807843,7212773,1231590,0,292543
ASH-S-001065,ASH-A-00070,2025-06,534102,882257,3895234,0,1135842
ASH-S-001066,ASH-A-00064,2025-12,4326770,3474838,1266248,2,901357
ASH-S-001067,ASH-A-00216,2026-01,6472549,444885,3824069,0,2276003
ASH-S-001068,ASH-A-00309,2025-12,8447893,1499383,1285145,0,1417474
ASH-S-001069,ASH-A-00327,2026-07,4327900,4858959,3197919,1,568181
ASH-S-001070,ASH-A-00012,2026-04,6295482,7094795,1898237,0,228097
ASH-S-001071,ASH-A-00058,2025-07,2522281,4448097,4764624,0,402510
ASH-S-001072,ASH-A-00288,2025-07,6358041,897493,-442330,0,1401679
ASH-S-001073,ASH-A-00149,2025-12,1920870,8032423,2443907,0,2235482
ASH-S-001074,ASH-A-00328,2025-03,898519,3696245,3944981,0,2430436
ASH-S-001075,ASH-A-00327,2025-03,4875620,4342902,4902413,0,1192145
ASH-S-001076,ASH-A-00031,2025-09,4139923,1131634,2474025,0,2144779
ASH-S-001077,ASH-A-00174,2025-04,3663225,5599379,1151655,0,442130
ASH-S-001078,ASH-A-00140,2026-03,3724707,8067963,2152937,0,1487500
ASH-S-001079,ASH-A-00258,2025-03,3386537,765696,4788395,0,442471
ASH-S-001080,ASH-A-00206,2026-03,5411147,6459386,1914180,0,2052870
ASH-S-001081,ASH-A-00230,2026-04,4480060,665518,315128,2,166035
ASH-S-001082,ASH-A-00079,2026-02,1803145,6851390,4636091,0,2353586
ASH-S-001083,ASH-A-00330,2025-07,8195690,1785212,3206858,0,1544333
ASH-S-001084,ASH-A-00264,2025-12,7198459,7146614,496425,0,2406148
ASH-S-001085,ASH-A-00240,2025-12,7437492,6036847,4408199,0,2196558
ASH-S-001086,ASH-A-00103,2026-07,3422125,2741525,3021400,0,184837
ASH-S-001087,ASH-A-00164,2025-03,5664119,3539248,2695090,0,1505424
ASH-S-001088,ASH-A-00329,2026-04,1203634,5894738,3089841,0,638940
ASH-S-001089,ASH-A-00279,2025-11,4222525,6179422,1558362,2,2436415
ASH-S-001090,ASH-A-00335,2026-05,8622620,2796271,1918008,0,1688475
ASH-S-001091,ASH-A-00337,2025-05,1661493,7913827,3593123,0,191673
ASH-S-001092,ASH-A-00034,2026-07,5620690,4551003,3117862,0,2043723
ASH-S-001093,ASH-A-00309,2025-07,152149,3455603,-395809,0,2171905
ASH-S-001094,ASH-A-00174,2025-07,2723926,7811508,1049627,0,1621655
ASH-S-001095,ASH-A-00220,2026-05,3804182,4338966,2206301,0,1565983
ASH-S-001096,ASH-A-00031,2025-06,5447621,2170270,3894115,0,1267553
ASH-S-001097,ASH-A-00218,2025-05,4082258,134124,4116493,0,808777
ASH-S-001098,ASH-A-00003,2026-03,7997191,2158186,-383120,0,948518
ASH-S-001099,ASH-A-00284,2025-06,8196485,8031120,3485454,0,496344
ASH-S-001100,ASH-A-00061,2026-03,4987158,2412309,2226296,0,2026333
ASH-S-001101,ASH-A-00334,2026-03,6622039,3388927,-440801,0,267859
ASH-S-001102,ASH-A-00004,2026-01,1471572,2516635,163906,0,603729
ASH-S-001103,ASH-A-00142,2025-05,3325755,5012689,1984939,0,227386
ASH-S-001104,ASH-A-00178,2026-07,8190583,7560007,3489718,0,1801778
ASH-S-001105,ASH-A-00061,2026-07,8044761,1877583,2705779,0,1832435
ASH-S-001106,ASH-A-00179,2025-12,6835109,7697977,2961811,0,1593885
ASH-S-001107,ASH-A-00268,2025-08,3347721,4884658,1781489,0,1547822
ASH-S-001108,ASH-A-00077,2025-06,4803607,2382128,2736512,0,1538946
ASH-S-001109,ASH-A-00100,2026-01,3440321,3118469,616897,0,2440412
ASH-S-001110,ASH-A-00038,2025-08,4171581,282888,3397474,0,1203337
ASH-S-001111,ASH-A-00244,2026-07,4161001,7128802,-29993,0,1413308
ASH-S-001112,ASH-A-00252,2026-06,1997457,1446066,2307780,0,413419
ASH-S-001113,ASH-A-00022,2025-04,6739974,2599937,3065321,0,2123591
ASH-S-001114,ASH-A-00016,2025-05,6813128,5909360,4252024,0,886336
ASH-S-001115,ASH-A-00342,2025-08,7943923,5701575,4565325,0,2343314
ASH-S-001116,ASH-A-00104,2025-07,5425967,4908990,3808058,0,878288
ASH-S-001117,ASH-A-00183,2026-02,1577514,3195511,454266,0,1699967
ASH-S-001118,ASH-A-00241,2026-04,1611586,4290360,2774613,0,2129622
ASH-S-001119,ASH-A-00211,2026-06,6578463,4818541,1563812,0,106241
ASH-S-001120,ASH-A-00106,2025-04,8382292,2387151,2969768,0,623428
ASH-S-001121,ASH-A-00265,2025-05,5287277,6650851,4069161,0,2494054
ASH-S-001122,ASH-A-00085,2026-03,2236471,4927041,-428075,0,154211
ASH-S-001123,ASH-A-00345,2026-07,2449785,408817,4131055,0,218161
ASH-S-001124,ASH-A-00044,2025-10,6404847,353064,2231246,0,111031
ASH-S-001125,ASH-A-00286,2025-10,4774321,3557571,751591,0,490422
ASH-S-001126,ASH-A-00205,2026-06,3484402,1016637,4960355,0,841090
ASH-S-001127,ASH-A-00120,2025-10,7139996,3701837,2749326,0,852100
ASH-S-001128,ASH-A-00006,2025-04,1056642,1014026,-133614,0,2217560
ASH-S-001129,ASH-A-00304,2026-05,4019225,1166734,4189272,0,487974
ASH-S-001130,ASH-A-00001,2025-10,832540,2970682,3968509,0,977378
ASH-S-001131,ASH-A-00171,2025-09,1161609,5682093,4111348,1,763760
ASH-S-001132,ASH-A-00319,2026-07,928463,3920691,-35864,1,935368
ASH-S-001133,ASH-A-00324,2026-01,7078767,7185242,292563,0,1761055
ASH-S-001134,ASH-A-00201,2025-06,494943,1441560,727177,2,1809731
ASH-S-001135,ASH-A-00266,2025-03,5931727,5145171,3399229,1,1085564
ASH-S-001136,ASH-A-00234,2025-02,5909790,3755819,167822,2,380260
ASH-S-001137,ASH-A-00018,2025-11,3638295,4162144,-379813,1,1824667
ASH-S-001138,ASH-A-00254,2025-07,7593921,4929015,720279,0,2461694
ASH-S-001139,ASH-A-00063,2025-10,2427649,7143185,4636886,0,1722080
ASH-S-001140,ASH-A-00182,2026-06,562875,1802243,2951882,0,1801558
ASH-S-001141,ASH-A-00245,2026-07,1729093,8368741,3565762,0,535400
ASH-S-001142,ASH-A-00336,2026-03,3716360,6924683,1531284,0,2216055
ASH-S-001143,ASH-A-00340,2026-07,6078442,472296,286365,0,1673092
ASH-S-001144,ASH-A-00327,2025-06,7795677,6796356,991981,0,782068
ASH-S-001145,ASH-A-00217,2026-01,7377775,7506621,3867811,0,2169557
ASH-S-001146,ASH-A-00005,2026-04,3346796,7568580,4948751,0,1667477
ASH-S-001147,ASH-A-00166,2025-06,3221723,71337,3440632,0,2458349
ASH-S-001148,ASH-A-00123,2025-10,1861278,2334639,2263369,0,2009094
ASH-S-001149,ASH-A-00245,2026-02,2635068,7338528,2257138,2,2090398
ASH-S-001150,ASH-A-00194,2025-09,498382,3213461,4222821,0,2242213
ASH-S-001151,ASH-A-00012,2025-10,572012,1275338,1990319,0,1858919
ASH-S-001152,ASH-A-00055,2025-12,5610801,8160810,4175780,0,2407703
ASH-S-001153,ASH-A-00035,2025-05,5993626,6711859,2493720,0,2251365
ASH-S-001154,ASH-A-00272,2026-01,1426854,1975131,2136793,0,175162
ASH-S-001155,ASH-A-00028,2026-06,6137598,791266,-413403,0,780223
ASH-S-001156,ASH-A-00134,2025-09,3115787,7562867,4257503,0,2070557
ASH-S-001157,ASH-A-00178,2026-06,7848782,895328,4805121,0,79878
ASH-S-001158,ASH-A-00072,2026-05,3371303,362289,585919,0,638833
ASH-S-001159,ASH-A-00174,2026-06,301337,1130518,4950132,0,161535
ASH-S-001160,ASH-A-00252,2025-09,2947483,445166,2918027,0,1455481
ASH-S-001161,ASH-A-00076,2025-06,2798763,3869467,1135720,0,894245
ASH-S-001162,ASH-A-00060,2026-06,343021,6509862,960529,1,67210
ASH-S-001163,ASH-A-00255,2026-06,3361046,392406,691702,0,734612
ASH-S-001164,ASH-A-00197,2026-06,7184723,2390234,1727366,0,2418443
ASH-S-001165,ASH-A-00231,2025-11,4093412,7938136,4877238,0,114365
ASH-S-001166,ASH-A-00167,2026-02,1623867,4708789,2109159,0,1551316
ASH-S-001167,ASH-A-00208,2026-07,8402133,4350138,-33089,0,2286459
ASH-S-001168,ASH-A-00252,2025-07,6151456,5159080,1673593,1,928006
ASH-S-001169,ASH-A-00130,2025-10,1180308,4769153,2744526,0,2312559
ASH-S-001170,ASH-A-00274,2026-07,7106853,5998057,3862695,0,1132680
ASH-S-001171,ASH-A-00259,2025-07,5057356,3895957,2512635,0,1809186
ASH-S-001172,ASH-A-00322,2025-06,7067558,8356726,1360549,0,1652644
ASH-S-001173,ASH-A-00153,2026-03,5334453,4092195,844005,0,1942413
ASH-S-001174,ASH-A-00242,2025-11,8880067,7962061,-411619,1,1229400
ASH-S-001175,ASH-A-00124,2025-06,6933714,3724866,4992762,0,1032802
ASH-S-001176,ASH-A-00220,2026-05,5737553,591397,2536605,0,1291785
ASH-S-001177,ASH-A-00163,2025-03,6139563,594875,4548609,0,1138854
ASH-S-001178,ASH-A-00205,2026-02,2851343,197414,-21035,0,1185932
ASH-S-001179,ASH-A-00088,2026-05,3370868,826356,3471175,0,2065302
ASH-S-001180,ASH-A-00072,2026-05,5360331,4583826,4876231,0,1458543
ASH-S-001181,ASH-A-00341,2026-06,160315,4114870,4266311,1,276068
ASH-S-001182,ASH-A-00215,2025-05,5701751,5951556,472232,0,566396
ASH-S-001183,ASH-A-00325,2025-02,5111442,5822918,-255723,0,2368570
ASH-S-001184,ASH-A-00048,2025-10,3598479,5821592,1454011,1,594137
ASH-S-001185,ASH-A-00237,2026-05,4522996,3961379,1427344,0,1396686
ASH-S-001186,ASH-A-00096,2025-04,1767290,1933601,743164,0,1488881
ASH-S-001187,ASH-A-00294,2025-03,4689896,2859611,2914712,0,1942395
ASH-S-001188,ASH-A-00135,2025-06,7363511,6440445,1086613,0,1452614
ASH-S-001189,ASH-A-00056,2026-07,937526,6158138,3709996,0,817147
ASH-S-001190,ASH-A-00283,2026-07,5953658,5907893,2004134,0,346580
ASH-S-001191,ASH-A-00132,2026-06,7317504,747493,4613602,0,348990
ASH-S-001192,ASH-A-00299,2025-08,5518820,1633148,207603,0,1286898
ASH-S-001193,ASH-A-00176,2025-11,5325639,3749637,3356376,0,1762711
ASH-S-001194,ASH-A-00069,2026-02,3208564,1866126,3037422,0,1047883
ASH-S-001195,ASH-A-00226,2025-08,6543778,1661693,727737,0,1341525
ASH-S-001196,ASH-A-00243,2025-11,7179755,2858207,3118530,0,435737
ASH-S-001197,ASH-A-00088,2026-01,562300,4380780,3960051,0,1864198
ASH-S-001198,ASH-A-00200,2025-06,316820,1053391,3105901,0,361634
ASH-S-001199,ASH-A-00308,2026-01,4114902,398524,1520243,1,1419399
